loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2280,3,Graduate,Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,0
2281,0,NotGraduate,Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,1
2282,2,NotGraduate,No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,1
2283,0,Graduate,Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,0
2284,1,NotGraduate,Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,1
2285,3,NotGraduate,No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,0
2286,4,Graduate,Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,1
2287,4,Graduate,No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,1
2288,2,NotGraduate,No,200000,800000,6,338,100000,0,400000,100000,0
2289,0,NotGraduate,Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,1
2290,0,NotGraduate,Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,1
2291,2,NotGraduate,Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,1
2292,3,Graduate,Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,0
2293,1,NotGraduate,No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,1
2294,3,NotGraduate,No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,0
2295,3,Graduate,Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,1
2296,3,Graduate,Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,1
2297,4,Graduate,No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,1
2298,4,NotGraduate,Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,1
2299,2,NotGraduate,Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,1
2300,2,NotGraduate,No,900000,2000000,14,337,1700000,0,2100000,600000,0
2301,1,Graduate,No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,1
2302,4,NotGraduate,No,600000,1600000,6,784,300000,100000,1900000,500000,1
2303,5,Graduate,Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,0
2304,2,Graduate,Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,0
2305,1,Graduate,No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,1
2306,4,Graduate,No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,0
2307,1,NotGraduate,No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,1
2308,5,NotGraduate,Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,1
2309,0,Graduate,No,2700000,7400000,10,778,6800000,800000,5600000,2800000,1
2310,0,NotGraduate,No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,1
2311,1,Graduate,Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,0
2312,5,Graduate,Yes,300000,700000,10,586,0,400000,1000000,100000,1
2313,2,Graduate,No,2200000,7000000,6,777,6100000,400000,4400000,3300000,1
2314,1,Graduate,Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,0
2315,4,Graduate,No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,1
2316,0,NotGraduate,No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,0
2317,4,Graduate,Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,0
2318,2,Graduate,Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000,0
2319,2,NotGraduate,Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000,0
2320,2,Graduate,Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000,1
2321,1,Graduate,No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,1
2322,1,NotGraduate,Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,1
2323,5,NotGraduate,Yes,200000,300000,10,704,500000,100000,800000,200000,1
2324,1,NotGraduate,Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,1
2325,0,NotGraduate,Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,1
2326,0,NotGraduate,No,1100000,4300000,18,828,700000,800000,2900000,900000,1
2327,5,Graduate,Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,1
2328,4,Graduate,Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,1
2329,5,Graduate,No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,1
2330,4,Graduate,Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,0
2331,0,NotGraduate,Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000,1
2332,3,Graduate,No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,1
2333,3,Graduate,Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,1
2334,2,NotGraduate,No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,1
2335,1,NotGraduate,No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,1
2336,5,NotGraduate,Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,1
2337,4,Graduate,No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,1
2338,1,Graduate,No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,0
2339,5,Graduate,No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,0
2340,2,Graduate,No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,1
2341,1,Graduate,No,6000000,21200000,12,549,17900000,8200000,16900000,6200000,0
2342,1,Graduate,Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,1
2343,4,NotGraduate,No,2000000,4800000,8,302,1500000,800000,4000000,2600000,0
2344,5,Graduate,Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,1
2345,1,Graduate,No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,1
2346,3,Graduate,No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,0
2347,3,Graduate,No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,1
2348,4,NotGraduate,No,8100000,28000000,8,663,8800000,11300000,26000000,5500000,1
2349,4,Graduate,Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,0
2350,0,Graduate,No,9200000,22500000,10,317,14200000,17400000,28500000,10700000,0
2351,2,Graduate,No,3900000,14700000,16,360,2600000,200000,8300000,2900000,0
2352,1,Graduate,No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,1
2353,3,Graduate,Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000,1
2354,4,Graduate,No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,0
2355,5,Graduate,No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,0
2356,3,NotGraduate,Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,0
2357,0,NotGraduate,No,9800000,29400000,20,618,1200000,14600000,33800000,8300000,1
2358,2,Graduate,No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,1
2359,3,Graduate,No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,1
2360,3,NotGraduate,No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,1
2361,5,NotGraduate,No,2200000,8100000,4,409,300000,0,4900000,2400000,0
2362,2,NotGraduate,Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,0
2363,3,Graduate,Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,0
2364,2,Graduate,No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,1
2365,3,NotGraduate,No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,1
2366,4,NotGraduate,No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,1
2367,4,Graduate,Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,0
2368,3,Graduate,Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,0
2369,5,NotGraduate,No,6400000,22300000,12,776,500000,9100000,24100000,5800000,1
2370,1,NotGraduate,Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,0
2371,3,Graduate,Yes,300000,1000000,8,641,700000,200000,1100000,200000,1
2372,5,NotGraduate,No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,1
2373,2,Graduate,No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,1
2374,4,Graduate,No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,1
2375,0,NotGraduate,No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,1
2376,0,Graduate,Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,1
2377,1,NotGraduate,Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,1
2378,1,NotGraduate,Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,1
2379,2,NotGraduate,Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,0
2380,5,Graduate,No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,1
2381,0,Graduate,Yes,200000,300000,18,520,100000,300000,600000,100000,0
2382,2,Graduate,No,1400000,4700000,4,355,2100000,600000,4400000,1400000,1
2383,3,Graduate,Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,0
2384,1,NotGraduate,Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,1
2385,3,Graduate,Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,1
2386,0,NotGraduate,Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,1
2387,0,NotGraduate,Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,1
2388,0,Graduate,Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,1
2389,5,NotGraduate,Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,1
2390,4,Graduate,No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,0
2391,4,Graduate,Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,1
2392,1,Graduate,No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,0
2393,5,Graduate,Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,1
2394,5,NotGraduate,Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,0
2395,2,NotGraduate,Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,0
2396,0,NotGraduate,Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,1
2397,1,Graduate,Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,1
2398,3,NotGraduate,No,200000,800000,20,730,0,300000,400000,300000,1
2399,5,Graduate,No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,0
2400,4,NotGraduate,No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,1
2401,4,NotGraduate,No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,0
2402,5,NotGraduate,Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,0
2403,1,NotGraduate,No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,1
2404,1,NotGraduate,No,9300000,27500000,6,364,12200000,13800000,25300000,10800000,0
2405,2,Graduate,Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000,1
2406,3,NotGraduate,No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,1
2407,5,Graduate,No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,1
2408,2,Graduate,Yes,900000,3500000,6,763,2300000,300000,2000000,600000,1
2409,3,NotGraduate,Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000,1
2410,0,Graduate,No,7700000,24800000,10,642,16800000,10700000,27400000,4500000,1
2411,1,Graduate,No,4700000,16800000,12,647,10400000,8300000,10600000,3400000,1
2412,5,NotGraduate,No,3000000,8900000,20,886,2600000,1000000,10600000,2800000,1
2413,4,NotGraduate,No,9700000,26200000,4,518,26200000,0,22500000,14000000,0
2414,0,Graduate,Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000,0
2415,2,NotGraduate,Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000,0
2416,3,NotGraduate,Yes,600000,1700000,14,521,0,1000000,1700000,600000,0
2417,2,NotGraduate,Yes,1200000,2900000,12,330,400000,1600000,3800000,600000,0
2418,4,NotGraduate,Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000,1
2419,0,NotGraduate,No,9000000,35100000,6,898,500000,16200000,20700000,9100000,1
2420,1,NotGraduate,No,2800000,9100000,12,436,3600000,500000,7800000,3600000,0
2421,1,NotGraduate,No,7800000,21300000,10,326,22800000,10700000,18500000,4500000,0
2422,4,Graduate,Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,1
2423,2,Graduate,No,4600000,17500000,20,597,11400000,6100000,14100000,4100000,1
2424,4,Graduate,No,5100000,16100000,14,436,11400000,2700000,13100000,6700000,0
2425,3,NotGraduate,Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,1
2426,0,NotGraduate,No,6000000,22900000,16,302,12200000,6500000,17700000,7100000,0
2427,2,NotGraduate,No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,0
2428,2,Graduate,No,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0
2429,0,Graduate,No,4200000,10300000,10,506,9300000,4500000,12400000,6000000,0
2430,3,Graduate,No,9600000,37800000,10,418,6700000,5500000,34900000,11300000,0
2431,3,Graduate,No,5600000,13400000,6,865,14900000,9700000,12300000,6000000,1
2432,4,Graduate,No,7800000,28600000,2,703,500000,12400000,29500000,10500000,1
2433,2,Graduate,Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000,1
2434,3,Graduate,No,2400000,5900000,2,425,1100000,500000,7400000,2500000,0
2435,0,NotGraduate,No,3900000,11300000,12,305,5000000,5900000,8800000,2100000,0
2436,5,Graduate,Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000,0
2437,4,NotGraduate,No,900000,2600000,2,602,600000,800000,3200000,1000000,1
2438,3,Graduate,Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,1
2439,4,NotGraduate,No,6400000,24900000,2,640,10000000,5700000,18700000,6300000,1
2440,2,Graduate,No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,1
2441,4,Graduate,No,7600000,29800000,20,361,13800000,5800000,15300000,5900000,0
2442,5,NotGraduate,No,6800000,20100000,14,839,1900000,600000,15600000,7500000,1
2443,5,Graduate,No,7100000,27000000,20,592,5100000,9600000,20200000,7600000,1
2444,4,NotGraduate,Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000,0
2445,5,NotGraduate,Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,1
2446,0,Graduate,Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000,1
2447,0,Graduate,Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000,1
2448,2,Graduate,Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000,0
2449,5,Graduate,Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0
2450,5,Graduate,Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000,1
2451,5,NotGraduate,Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000,0
2452,5,NotGraduate,No,3200000,7400000,2,838,2200000,2900000,10200000,3600000,1
2453,3,NotGraduate,Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000,1
2454,2,NotGraduate,Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,1
2455,4,Graduate,Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0
2456,1,Graduate,Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000,0
2457,0,NotGraduate,Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000,1
2458,1,Graduate,Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,1
2459,2,Graduate,No,2500000,7000000,20,547,800000,1200000,5200000,2300000,0
2460,2,NotGraduate,Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000,1
2461,5,Graduate,No,1100000,4000000,16,498,400000,100000,2300000,700000,0
2462,5,Graduate,No,6500000,24800000,8,779,7000000,9600000,15700000,8800000,1
2463,0,NotGraduate,Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0
2464,2,NotGraduate,No,5000000,12400000,8,709,11300000,6800000,13300000,4200000,1
2465,1,NotGraduate,No,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0
2466,5,NotGraduate,No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,0
2467,3,Graduate,Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000,1
2468,2,NotGraduate,No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1
2469,1,Graduate,No,2000000,5000000,6,876,500000,2900000,5800000,1500000,1
2470,3,NotGraduate,No,2000000,4700000,14,673,800000,3400000,5900000,1500000,1
2471,1,Graduate,Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,1
2472,1,NotGraduate,No,6000000,13600000,12,589,9000000,300000,12600000,7100000,1
2473,1,Graduate,No,4900000,18100000,8,382,13600000,400000,15500000,2400000,0
2474,3,NotGraduate,Yes,900000,2300000,12,900,1300000,0,3300000,1100000,1
2475,1,Graduate,Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000,1
2476,2,Graduate,No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1
2477,2,Graduate,Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000,1
2478,4,Graduate,Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000,1
2479,5,Graduate,No,7400000,27100000,4,320,19800000,14600000,25200000,9400000,1
2480,2,Graduate,No,2700000,9300000,16,656,7700000,2500000,6400000,3600000,1
2481,3,Graduate,No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1
2482,3,NotGraduate,Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,1
2483,2,NotGraduate,No,3100000,10500000,10,751,5500000,5900000,9000000,1600000,1
2484,5,NotGraduate,No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,1
2485,5,Graduate,No,3100000,10500000,6,584,7700000,2100000,10900000,2900000,1
2486,2,NotGraduate,No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1
2487,3,Graduate,Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000,0
2488,0,NotGraduate,Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1
2489,2,Graduate,Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000,0
2490,1,NotGraduate,Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000,1
2491,1,Graduate,No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,1
2492,3,Graduate,No,3900000,10700000,6,790,10600000,1900000,12500000,2700000,1
2493,5,NotGraduate,No,200000,600000,16,396,0,0,500000,200000,0
2494,3,Graduate,No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,1
2495,2,Graduate,Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000,1
2496,3,Graduate,No,4700000,10800000,8,527,13300000,3100000,13600000,4800000,0
2497,3,NotGraduate,Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,1
2498,2,NotGraduate,No,1700000,4200000,14,829,200000,1600000,4600000,1600000,1
2499,1,NotGraduate,No,2600000,8100000,12,854,4500000,5100000,6300000,2500000,1
2500,3,NotGraduate,Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000,1
2501,0,NotGraduate,Yes,3600000,13400000,6,589,3600000,0,11200000,4000000,1
2502,4,Graduate,Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,1
2503,2,NotGraduate,Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000,1
2504,2,NotGraduate,No,5500000,19600000,16,328,2400000,4800000,10900000,3700000,0
2505,3,Graduate,Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000,1
2506,3,NotGraduate,No,9000000,19000000,8,693,18300000,4500000,29600000,7200000,1
2507,4,NotGraduate,Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000,1
2508,4,Graduate,No,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0
2509,2,NotGraduate,Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000,1
2510,5,NotGraduate,No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,0
2511,0,NotGraduate,Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1
2512,4,Graduate,No,7300000,14900000,2,358,13600000,12300000,20400000,7300000,0
2513,5,NotGraduate,Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000,1
2514,0,NotGraduate,No,1800000,4200000,6,836,1300000,1900000,6800000,2000000,1
2515,3,Graduate,No,500000,1700000,10,509,400000,300000,1400000,300000,0
2516,2,NotGraduate,Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1
2517,4,Graduate,No,300000,1100000,4,359,100000,0,1000000,200000,1
2518,5,Graduate,Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000,0
2519,1,NotGraduate,Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000,0
2520,1,NotGraduate,Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,0
2521,5,Graduate,No,9300000,34000000,6,742,4200000,600000,32800000,8200000,1
2522,1,Graduate,Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000,1
2523,0,NotGraduate,Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000,1
2524,2,NotGraduate,Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000,1
2525,1,Graduate,Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000,0
2526,5,NotGraduate,Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000,1
2527,3,Graduate,Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0
2528,5,NotGraduate,Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,1
2529,0,Graduate,No,2500000,7800000,8,437,5800000,0,5800000,3300000,0
2530,1,NotGraduate,Yes,400000,1400000,12,468,700000,0,1500000,400000,0
2531,0,NotGraduate,Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000,0
2532,4,Graduate,No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,1
2533,1,Graduate,No,9800000,37900000,4,816,21800000,12200000,26100000,8500000,1
2534,5,Graduate,No,9000000,32800000,4,773,10600000,4100000,18900000,11500000,1
2535,3,NotGraduate,No,800000,3000000,14,576,1200000,1300000,2600000,400000,1
2536,1,Graduate,No,1600000,4500000,14,673,1900000,2700000,3700000,1300000,1
2537,0,Graduate,Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1
2538,5,NotGraduate,Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000,1
2539,4,NotGraduate,Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000,1
2540,0,Graduate,Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1
2541,3,Graduate,Yes,700000,2200000,8,617,1600000,400000,2400000,900000,1
2542,3,NotGraduate,Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000,1
2543,1,Graduate,Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0
2544,0,NotGraduate,Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000,1
2545,0,NotGraduate,No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1
2546,5,NotGraduate,No,7400000,18000000,2,792,5300000,9400000,19900000,5300000,1
2547,5,NotGraduate,Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000,1
2548,2,NotGraduate,No,1400000,2900000,12,490,600000,1600000,5500000,1300000,0
2549,2,Graduate,Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000,0
2550,0,Graduate,Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0
2551,1,Graduate,No,7400000,19200000,20,415,2200000,4800000,29200000,7000000,0
2552,5,Graduate,No,2700000,10600000,16,496,800000,2900000,9700000,2400000,0
2553,1,NotGraduate,Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,0
2554,5,Graduate,No,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0
2555,4,NotGraduate,Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000,0
2556,2,Graduate,No,1800000,5700000,14,502,1400000,1100000,4400000,1300000,0
2557,2,Graduate,Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000,0
2558,2,NotGraduate,Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000,1
2559,5,NotGraduate,No,5800000,17500000,10,719,5800000,1900000,12400000,3100000,1
2560,0,Graduate,Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000,1
2561,4,NotGraduate,No,6000000,15800000,18,593,6800000,4800000,13200000,6400000,1
2562,1,NotGraduate,Yes,700000,1400000,10,523,700000,1100000,1600000,900000,0
2563,0,NotGraduate,Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000,0
2564,0,Graduate,Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000,1
2565,5,Graduate,Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000,1
2566,3,NotGraduate,Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000,0
2567,4,NotGraduate,Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1
2568,4,NotGraduate,Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000,1
2569,3,NotGraduate,Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000,1
2570,5,NotGraduate,No,5000000,10800000,10,345,12300000,5000000,14100000,6300000,0
2571,4,NotGraduate,Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000,1
2572,3,NotGraduate,No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1
2573,4,Graduate,Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000,1
2574,4,NotGraduate,No,5600000,14800000,20,656,9600000,9200000,11600000,6500000,1
2575,4,Graduate,No,1800000,7000000,14,743,2600000,1000000,4500000,1500000,1
2576,2,Graduate,No,3600000,12100000,14,408,10100000,4200000,13000000,5400000,0
2577,5,Graduate,No,600000,1300000,14,408,1000000,300000,1600000,900000,0
2578,1,Graduate,Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000,0
2579,3,Graduate,Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,0
2580,0,NotGraduate,Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000,0
2581,1,Graduate,Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000,1
2582,4,Graduate,No,7800000,25400000,18,425,3000000,14000000,30500000,7200000,0
2583,0,Graduate,No,6800000,21700000,20,730,17500000,1300000,18600000,3600000,1
2584,4,Graduate,Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000,1
2585,2,NotGraduate,No,4900000,16800000,10,480,2200000,8900000,12600000,2700000,0
2586,3,NotGraduate,Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000,0
2587,1,NotGraduate,Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000,1
2588,1,Graduate,Yes,1200000,4700000,2,667,1100000,300000,4200000,800000,1
2589,0,NotGraduate,No,4700000,11500000,18,559,7500000,0,18700000,2600000,1
2590,4,Graduate,No,6700000,16000000,4,791,0,13000000,20700000,5200000,1
2591,0,NotGraduate,Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000,0
2592,2,Graduate,No,7400000,16000000,20,358,16700000,5500000,26800000,4300000,0
2593,2,NotGraduate,No,3300000,11700000,14,439,4000000,6300000,8300000,1700000,0
2594,2,Graduate,Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000,0
2595,4,Graduate,Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000,1
2596,1,Graduate,Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000,0
2597,0,NotGraduate,No,4100000,8800000,18,300,10900000,6400000,8600000,3500000,0
2598,4,NotGraduate,No,2600000,7200000,16,612,1300000,1000000,5800000,1400000,1
2599,3,NotGraduate,No,1300000,5000000,6,686,2700000,2000000,4100000,900000,1
